Order ID;Order Date;Order Priority;Order Quantity;Sales;Ship Mode;Customer Segment;Product Container;Ship Date
29991;05.10.2012;Low;41;123,11;Regular Air;Small Business;Small Box;07.10.2012
30853;27.07.2011;Medium;16;41,52;Regular Air;Small Business;Wrap Bag;30.07.2011
30886;12.05.2012;Low;28;5320,57;Regular Air;Consumer;Small Box;17.05.2012
31042;19.11.2012;Medium;26;3227,38;Delivery Truck;Consumer;Jumbo Drum;20.11.2012
31042;19.11.2012;Medium;48;134,52;Regular Air;Consumer;Wrap Bag;20.11.2012
31078;10.02.2009;Critical;7;104,46;Regular Air;Corporate;Medium Box;11.02.2009
31493;17.10.2009;High;8;112,47;Express Air;Home Office;Small Pack;18.10.2009
31555;04.01.2012;Critical;38;3531,75;Regular Air;Home Office;Large Box;04.01.2012
31555;04.01.2012;Critical;5;500,5;Delivery Truck;Home Office;Jumbo Drum;07.01.2012
31744;09.09.2012;Medium;12;86,69;Regular Air;Consumer;Small Box;10.09.2012
31842;16.07.2010;Medium;9;157,26;Regular Air;Corporate;Small Pack;17.07.2010
31910;29.10.2009;Medium;6;187,6375;Regular Air;Small Business;Small Box;30.10.2009
32069;19.11.2011;Not Specified;17;114,94;Regular Air;Consumer;Small Box;21.11.2011
32519;08.10.2010;Low;8;85,36;Regular Air;Consumer;Small Box;13.10.2010
32647;18.11.2011;High;32;671,75;Regular Air;Consumer;Small Box;20.11.2011
32647;18.11.2011;High;27;9541,04;Delivery Truck;Consumer;Jumbo Box;20.11.2011
32966;26.01.2012;Low;4;1035,2;Delivery Truck;Home Office;Jumbo Drum;02.02.2012
32966;26.01.2012;Low;43;74,17;Regular Air;Home Office;Wrap Bag;30.01.2012
33218;06.01.2010;Not Specified;25;113,8;Regular Air;Small Business;Small Box;08.01.2010
33218;06.01.2010;Not Specified;29;480,13;Regular Air;Small Business;Small Box;07.01.2010
33285;19.01.2012;High;5;66,92;Regular Air;Small Business;Small Box;20.01.2012
33479;18.09.2012;Critical;24;161,87;Regular Air;Home Office;Small Box;20.09.2012
33537;13.08.2010;Medium;26;45,38;Regular Air;Corporate;Wrap Bag;15.08.2010
33537;13.08.2010;Medium;9;163,3105;Regular Air;Corporate;Small Pack;14.08.2010
33569;28.08.2009;Low;9;123,92;Regular Air;Consumer;Wrap Bag;01.09.2009
33571;11.10.2011;Medium;1;7,15;Regular Air;Consumer;Wrap Bag;14.10.2011
33637;24.11.2012;Low;35;192,21;Regular Air;Small Business;Small Pack;26.11.2012
33670;27.04.2012;High;50;207,54;Regular Air;Home Office;Wrap Bag;29.04.2012
33670;27.04.2012;High;4;17,33;Regular Air;Home Office;Wrap Bag;28.04.2012
33794;22.02.2011;Critical;18;92,77;Regular Air;Small Business;Small Pack;24.02.2011
33857;29.04.2010;Critical;18;130,16;Regular Air;Home Office;Wrap Bag;30.04.2010
34400;24.12.2012;Low;25;92,53;Regular Air;Corporate;Small Pack;28.12.2012
34400;24.12.2012;Low;17;988,6435;Regular Air;Corporate;Small Box;29.12.2012
34407;31.07.2010;Low;41;1484,89;Regular Air;Consumer;Small Box;31.07.2010
34432;07.04.2009;Not Specified;20;244,39;Regular Air;Home Office;Small Box;08.04.2009
34432;07.04.2009;Not Specified;3;581,42;Regular Air;Home Office;Small Box;08.04.2009
34497;10.03.2009;Medium;36;175,35;Regular Air;Consumer;Small Box;11.03.2009
34497;10.03.2009;Medium;25;590,6;Regular Air;Consumer;Small Box;12.03.2009
34498;15.02.2009;Low;4;47,12;Express Air;Small Business;Small Box;20.02.2009
34498;15.02.2009;Low;3;62,89;Regular Air;Small Business;Small Box;20.02.2009
35045;02.04.2012;Medium;44;565,01;Regular Air;Small Business;Small Box;04.04.2012
35265;29.11.2010;Not Specified;4;125,78;Regular Air;Small Business;Small Box;30.11.2010
35265;29.11.2010;Not Specified;16;577;Delivery Truck;Small Business;Jumbo Drum;30.11.2010
35265;29.11.2010;Not Specified;2;24,53;Regular Air;Small Business;Medium Box;01.12.2010
35461;01.06.2009;Critical;11;48,75;Regular Air;Corporate;Small Box;01.06.2009
35461;01.06.2009;Critical;30;112,6;Regular Air;Corporate;Wrap Bag;02.06.2009
35590;02.12.2012;Critical;4;423,95;Regular Air;Small Business;Small Box;03.12.2012
35687;18.11.2011;Not Specified;48;620,23;Express Air;Home Office;Small Pack;19.11.2011
35776;04.02.2009;Medium;9;118,66;Regular Air;Consumer;Small Box;06.02.2009
35776;04.02.2009;Medium;36;213,74;Regular Air;Consumer;Wrap Bag;06.02.2009
35782;05.08.2011;Low;42;6427,18;Regular Air;Corporate;Small Box;12.08.2011
35782;05.08.2011;Low;13;1330,73;Delivery Truck;Corporate;Jumbo Box;10.08.2011
35813;21.04.2009;Critical;21;7841,57;Express Air;Corporate;Small Box;21.04.2009
35813;21.04.2009;Critical;21;156,31;Express Air;Corporate;Wrap Bag;21.04.2009
36003;31.10.2010;Medium;40;207,42;Regular Air;Consumer;Small Box;02.11.2010
36003;31.10.2010;Medium;48;1031,18;Regular Air;Consumer;Small Box;02.11.2010
36102;20.05.2010;Not Specified;36;461,4;Regular Air;Consumer;Wrap Bag;21.05.2010
36295;04.09.2010;Medium;10;278,1;Regular Air;Corporate;Small Box;06.09.2010
36323;18.10.2010;High;5;85,89;Regular Air;Corporate;Small Box;20.10.2010
36354;05.06.2012;Medium;13;4567,36;Regular Air;Home Office;Small Box;07.06.2012
36512;28.03.2012;Not Specified;30;10413,67;Delivery Truck;Small Business;Jumbo Drum;29.03.2012
36512;28.03.2012;Not Specified;3;71,49;Regular Air;Small Business;Large Box;31.03.2012
36932;07.07.2009;Low;20;668,8;Regular Air;Home Office;Small Box;12.07.2009
37025;10.11.2009;High;37;641,89;Regular Air;Corporate;Small Pack;11.11.2009
37124;30.03.2012;Low;33;21205,5;Regular Air;Corporate;Large Box;01.04.2012
37696;09.07.2009;Not Specified;5;24,09;Regular Air;Corporate;Small Box;11.07.2009
37696;09.07.2009;Not Specified;41;173,27;Regular Air;Corporate;Wrap Bag;09.07.2009
37702;10.06.2011;Not Specified;44;601,78;Regular Air;Consumer;Small Box;12.06.2011
37794;24.03.2009;Low;6;60,67;Regular Air;Small Business;Small Pack;26.03.2009
37794;24.03.2009;Low;32;6195,87;Regular Air;Small Business;Small Box;28.03.2009
37987;03.07.2009;High;26;299,07;Regular Air;Corporate;Small Box;04.07.2009
37987;03.07.2009;High;5;708,87;Delivery Truck;Corporate;Jumbo Box;04.07.2009
38340;20.01.2009;Critical;36;2167,05;Regular Air;Corporate;Small Box;21.01.2009
38528;20.12.2011;Critical;10;70,02;Regular Air;Small Business;Small Box;22.12.2011
38786;18.06.2011;Medium;10;236,17;Delivery Truck;Consumer;Jumbo Drum;20.06.2011
38852;01.11.2009;Not Specified;25;152,31;Regular Air;Small Business;Small Box;03.11.2009
39008;28.04.2011;Not Specified;28;3582,79;Delivery Truck;Corporate;Jumbo Drum;30.04.2011
39331;13.09.2011;High;23;149,4;Express Air;Home Office;Small Box;14.09.2011
39399;17.12.2012;Medium;28;303,97;Regular Air;Home Office;Small Box;19.12.2012
39876;13.04.2012;High;43;16269,82;Regular Air;Consumer;Small Box;15.04.2012
39876;13.04.2012;High;46;876,59;Regular Air;Consumer;Small Box;15.04.2012
39876;13.04.2012;High;41;5000,87;Delivery Truck;Consumer;Jumbo Box;15.04.2012
40032;30.11.2012;Low;9;23300,12;Delivery Truck;Small Business;Jumbo Drum;07.12.2012
40261;04.11.2009;Critical;36;331,37;Express Air;Corporate;Small Box;06.11.2009
40261;04.11.2009;Critical;26;78,03;Regular Air;Corporate;Wrap Bag;06.11.2009
40706;21.01.2012;Medium;40;111,04;Express Air;Home Office;Small Box;22.01.2012
40708;12.10.2009;Not Specified;15;103,55;Regular Air;Corporate;Wrap Bag;13.10.2009
40964;23.05.2011;Critical;40;301,12;Regular Air;Corporate;Small Pack;26.05.2011
42243;11.03.2012;Medium;42;1876,09;Regular Air;Small Business;Small Box;13.03.2012
42243;11.03.2012;Medium;19;145,26;Regular Air;Small Business;Small Box;13.03.2012
42437;05.03.2012;Critical;43;19461,8;Delivery Truck;Corporate;Jumbo Drum;07.03.2012
42437;05.03.2012;Critical;14;313,85;Regular Air;Corporate;Small Pack;06.03.2012
42887;10.06.2012;Medium;3;35,68;Regular Air;Consumer;Small Box;11.06.2012
42887;10.06.2012;Medium;11;234,76;Regular Air;Consumer;Small Pack;12.06.2012
42887;10.06.2012;Medium;3;498,49;Delivery Truck;Consumer;Jumbo Box;12.06.2012
43137;26.02.2011;High;40;6069,05;Regular Air;Consumer;Small Box;27.02.2011
43554;30.10.2009;Critical;9;34,18;Regular Air;Consumer;Wrap Bag;02.11.2009
43782;13.11.2010;Medium;27;194,35;Regular Air;Consumer;Small Box;15.11.2010
43904;01.05.2010;Not Specified;43;413,83;Regular Air;Small Business;Small Pack;03.05.2010
43904;01.05.2010;Not Specified;30;3339,65;Regular Air;Small Business;Small Box;02.05.2010
43906;08.02.2012;High;50;3601,07;Regular Air;Corporate;Small Box;09.02.2012
44064;03.03.2010;Medium;43;468,48;Express Air;Consumer;Small Box;05.03.2010
44064;03.03.2010;Medium;23;284,14;Regular Air;Consumer;Small Pack;06.03.2010
44224;09.08.2010;High;32;198,7;Regular Air;Corporate;Small Pack;10.08.2010
44325;10.02.2009;Medium;44;951,33;Regular Air;Corporate;Small Box;12.02.2009
44422;13.04.2012;Medium;1;15,72;Regular Air;Corporate;Small Box;15.04.2012
44422;13.04.2012;Medium;36;313,83;Regular Air;Corporate;Small Box;15.04.2012
44422;13.04.2012;Medium;11;201,5945;Regular Air;Corporate;Wrap Bag;15.04.2012
44609;18.06.2011;Low;28;525,4;Regular Air;Small Business;Wrap Bag;23.06.2011
44609;18.06.2011;Low;37;61,77;Express Air;Small Business;Wrap Bag;22.06.2011
44935;17.11.2010;High;37;99,65;Regular Air;Consumer;Wrap Bag;20.11.2010
45127;30.12.2012;Medium;10;14,15;Regular Air;Consumer;Wrap Bag;30.12.2012
45413;08.06.2010;High;18;85,74;Regular Air;Small Business;Small Box;09.06.2010
45413;08.06.2010;High;17;2031,98;Regular Air;Small Business;Small Box;09.06.2010
45413;08.06.2010;High;24;131,94;Regular Air;Small Business;Small Box;08.06.2010
45571;23.09.2012;Medium;43;528,53;Regular Air;Consumer;Small Box;24.09.2012
45571;23.09.2012;Medium;47;5975,0495;Regular Air;Consumer;Small Box;25.09.2012
45571;23.09.2012;Medium;44;720,52;Regular Air;Consumer;Medium Box;25.09.2012
45575;12.04.2012;Critical;46;3849,17;Regular Air;Small Business;Small Box;12.04.2012
45794;24.09.2011;Critical;28;1208,35;Regular Air;Consumer;Small Box;26.09.2011
45860;12.08.2012;Low;12;69,97;Regular Air;Consumer;Wrap Bag;12.08.2012
46021;02.03.2009;High;1;199,48;Delivery Truck;Small Business;Jumbo Box;04.03.2009
46147;15.01.2011;Critical;37;925,8;Regular Air;Corporate;Small Box;17.01.2011
46147;15.01.2011;Critical;39;282,48;Express Air;Corporate;Small Box;17.01.2011
46147;15.01.2011;Critical;12;6502,46;Delivery Truck;Corporate;Jumbo Box;17.01.2011
46211;11.06.2010;Low;47;1243,52;Regular Air;Home Office;Small Box;18.06.2010
46241;14.03.2009;Not Specified;34;1932,58;Regular Air;Consumer;Medium Box;16.03.2009
46244;02.07.2009;Medium;10;601,57;Delivery Truck;Consumer;Jumbo Drum;03.07.2009
46244;02.07.2009;Medium;9;157,42;Regular Air;Consumer;Small Pack;04.07.2009
46305;30.07.2011;Low;30;299,66;Regular Air;Consumer;Small Box;03.08.2011
46372;26.02.2011;High;7;375,57;Regular Air;Consumer;Small Box;26.02.2011
46372;26.02.2011;High;15;81,97;Regular Air;Consumer;Small Box;27.02.2011
46656;16.07.2009;High;27;636,7;Regular Air;Corporate;Small Box;17.07.2009
46721;13.09.2009;Medium;17;142,94;Regular Air;Corporate;Small Box;14.09.2009
46721;13.09.2009;Medium;35;240,61;Regular Air;Corporate;Small Box;14.09.2009
46721;13.09.2009;Medium;17;1912,76;Regular Air;Corporate;Small Box;14.09.2009
46852;28.01.2012;Not Specified;46;1591,89;Express Air;Small Business;Small Box;30.01.2012
46852;28.01.2012;Not Specified;44;220,07;Regular Air;Small Business;Small Pack;29.01.2012
46949;07.03.2010;High;37;319,39;Regular Air;Home Office;Small Pack;08.03.2010
46951;17.11.2011;Critical;26;2379,3285;Regular Air;Corporate;Small Box;18.11.2011
47075;17.10.2011;Medium;42;4346,98;Delivery Truck;Home Office;Jumbo Box;19.10.2011
47399;01.08.2012;Low;26;145,76;Regular Air;Consumer;Small Box;01.08.2012
47493;11.02.2009;Critical;36;9757,48;Delivery Truck;Corporate;Jumbo Drum;13.02.2009
47777;25.11.2012;Low;13;87,91;Regular Air;Home Office;Small Box;27.11.2012
47844;12.12.2010;Critical;41;5824,01;Delivery Truck;Consumer;Jumbo Drum;14.12.2010
47941;08.08.2009;High;15;1187,1525;Regular Air;Corporate;Small Box;08.08.2009
48423;31.10.2012;High;49;414,11;Regular Air;Home Office;Small Box;31.10.2012
48837;18.07.2011;Not Specified;39;4799,7885;Regular Air;Corporate;Small Box;20.07.2011
48993;31.05.2012;Low;17;122,42;Express Air;Consumer;Small Box;31.05.2012
49123;25.02.2009;High;31;305,76;Regular Air;Corporate;Small Box;26.02.2009
49123;25.02.2009;High;3;25,48;Regular Air;Corporate;Small Pack;26.02.2009
49220;13.08.2011;Critical;13;409,97;Regular Air;Corporate;Small Box;14.08.2011
49409;16.08.2011;High;28;1457,78;Regular Air;Consumer;Small Box;17.08.2011
49479;27.07.2011;Medium;46;5615,4;Delivery Truck;Consumer;Jumbo Drum;29.07.2011
49600;07.03.2011;Low;33;1692,03;Regular Air;Home Office;Small Box;12.03.2011
49987;19.01.2011;High;14;242,284;Regular Air;Consumer;Wrap Bag;21.01.2011
50242;19.07.2010;Not Specified;8;1391,7645;Regular Air;Corporate;Small Box;21.07.2010
50275;05.12.2009;Medium;5;9704,37;Express Air;Home Office;Medium Box;06.12.2009
50275;05.12.2009;Medium;31;211,94;Regular Air;Home Office;Small Box;06.12.2009
50403;12.05.2012;Not Specified;22;142,88;Regular Air;Corporate;Wrap Bag;13.05.2012
50405;02.07.2011;Medium;8;876,01;Regular Air;Small Business;Small Box;02.07.2011
50464;27.09.2011;Critical;7;105,94;Regular Air;Corporate;Small Box;30.09.2011
50465;11.03.2011;Medium;29;1337,08;Regular Air;Small Business;Large Box;13.03.2011
50469;19.06.2010;Not Specified;44;839,19;Regular Air;Consumer;Medium Box;20.06.2010
50789;12.03.2011;Not Specified;23;8673,9;Regular Air;Consumer;Small Box;14.03.2011
51044;18.01.2012;Low;17;155,89;Regular Air;Consumer;Small Box;18.01.2012
51044;18.01.2012;Low;26;1333,18;Delivery Truck;Consumer;Jumbo Drum;22.01.2012
51044;18.01.2012;Low;19;117,27;Regular Air;Consumer;Wrap Bag;25.01.2012
51302;24.08.2011;Not Specified;44;167,55;Regular Air;Consumer;Small Box;26.08.2011
51392;12.11.2009;Medium;10;254,89;Regular Air;Small Business;Small Box;13.11.2009
51650;01.06.2011;High;25;470,11;Regular Air;Consumer;Small Box;03.06.2011
51650;01.06.2011;High;43;10854,83;Delivery Truck;Consumer;Jumbo Drum;03.06.2011
51650;01.06.2011;High;19;51,23;Regular Air;Consumer;Wrap Bag;03.06.2011
51652;09.04.2011;Not Specified;37;195,51;Express Air;Home Office;Small Box;11.04.2011
51652;09.04.2011;Not Specified;38;4992,63;Express Air;Home Office;Small Box;10.04.2011
51876;06.03.2012;Critical;2;95,0555;Regular Air;Consumer;Small Pack;07.03.2012
52070;01.12.2009;Not Specified;29;67,97;Regular Air;Corporate;Wrap Bag;03.12.2009
52160;03.07.2011;Critical;5;15,6;Express Air;Corporate;Wrap Bag;06.07.2011
52160;03.07.2011;Critical;6;631,499;Regular Air;Corporate;Small Box;05.07.2011
52258;10.02.2009;Low;5;63,85;Regular Air;Small Business;Small Pack;17.02.2009
52608;21.01.2009;Low;36;147,71;Regular Air;Consumer;Wrap Bag;25.01.2009
52640;01.01.2011;Medium;18;1163,75;Express Air;Consumer;Small Box;04.01.2011
53412;15.09.2009;Critical;45;2544,73;Regular Air;Small Business;Medium Box;16.09.2009
53568;28.06.2010;Medium;34;4281,13;Delivery Truck;Home Office;Jumbo Drum;29.06.2010
53956;08.08.2011;High;43;1779,87;Regular Air;Consumer;Small Box;09.08.2011
54371;15.02.2012;Not Specified;28;115,02;Regular Air;Corporate;Wrap Bag;15.02.2012
54371;15.02.2012;Not Specified;7;118,63;Regular Air;Corporate;Small Box;17.02.2012
54436;19.09.2009;High;17;705,85;Express Air;Corporate;Small Pack;19.09.2009
54436;19.09.2009;High;37;321,3;Regular Air;Corporate;Small Pack;20.09.2009
54464;01.09.2009;High;11;227,41;Regular Air;Consumer;Small Box;03.09.2009
54464;01.09.2009;High;50;87,44;Regular Air;Consumer;Small Box;02.09.2009
54468;14.12.2009;High;15;40,75;Regular Air;Consumer;Small Box;15.12.2009
54468;14.12.2009;High;35;424,09;Regular Air;Consumer;Small Pack;15.12.2009
54819;10.10.2009;Low;10;53,32;Regular Air;Small Business;Medium Box;15.10.2009
54819;10.10.2009;Low;26;64,03;Regular Air;Small Business;Wrap Bag;12.10.2009
54819;10.10.2009;Low;46;2710,5055;Regular Air;Small Business;Small Box;10.10.2009
54882;06.02.2011;Critical;17;86,29;Regular Air;Consumer;Small Box;09.02.2011
54882;06.02.2011;Critical;2;86,92;Regular Air;Consumer;Wrap Bag;08.02.2011
55042;08.12.2011;High;28;1717,88;Express Air;Home Office;Small Box;10.12.2011
55042;08.12.2011;High;38;1978,4345;Regular Air;Home Office;Small Box;09.12.2011
55046;13.04.2009;Critical;2;29,32;Express Air;Small Business;Small Box;14.04.2009
55297;19.10.2010;Medium;29;566,66;Regular Air;Small Business;Small Box;21.10.2010
55360;22.01.2009;Medium;49;134,83;Regular Air;Small Business;Small Box;24.01.2009
55360;22.01.2009;Medium;39;8865,1;Delivery Truck;Small Business;Jumbo Box;23.01.2009
55623;05.10.2012;Critical;47;10348,73;Delivery Truck;Corporate;Jumbo Box;06.10.2012
55650;21.10.2011;Low;41;1258,97;Regular Air;Home Office;Small Box;23.10.2011
55651;07.03.2012;Medium;41;830,53;Regular Air;Corporate;Small Pack;10.03.2012
55651;07.03.2012;Medium;2;79,93;Regular Air;Corporate;Small Box;08.03.2012
56322;30.09.2011;Medium;26;799,84;Regular Air;Small Business;Small Pack;02.10.2011
56322;30.09.2011;Medium;16;1689,137;Regular Air;Small Business;Small Box;02.10.2011
56608;18.11.2009;Critical;23;42,23;Regular Air;Consumer;Wrap Bag;20.11.2009
56612;22.07.2009;High;38;4008,7275;Regular Air;Consumer;Small Box;22.07.2009
56835;20.02.2010;Not Specified;1;10,94;Regular Air;Home Office;Wrap Bag;20.02.2010
57058;09.05.2012;Medium;28;205,43;Express Air;Corporate;Small Box;09.05.2012
57058;09.05.2012;Medium;27;979,06;Regular Air;Corporate;Small Box;10.05.2012
57506;13.02.2009;Medium;48;332,55;Regular Air;Corporate;Small Box;13.02.2009
57574;23.07.2012;Critical;20;466,36;Delivery Truck;Consumer;Jumbo Drum;24.07.2012
57602;17.05.2012;Low;43;130,36;Regular Air;Consumer;Small Box;26.05.2012
57921;18.08.2010;Medium;8;45,24;Regular Air;Consumer;Small Pack;18.08.2010
57921;18.08.2010;Medium;7;148,05;Regular Air;Consumer;Small Pack;20.08.2010
57958;28.02.2009;Critical;46;1419,83;Express Air;Consumer;Small Box;01.03.2009
58086;10.03.2011;Medium;27;154,62;Regular Air;Corporate;Small Box;11.03.2011
58086;10.03.2011;Medium;31;1638,2;Regular Air;Corporate;Small Box;11.03.2011
58182;20.02.2009;High;24;479,13;Express Air;Corporate;Small Pack;22.02.2009
58342;01.04.2011;High;40;1718,87;Regular Air;Consumer;Small Pack;01.04.2011
59174;01.01.2010;Medium;6;1193,1;Express Air;Consumer;Medium Box;03.01.2010
59361;29.08.2012;High;45;1008,34;Regular Air;Consumer;Medium Box;31.08.2012
59365;07.12.2009;Medium;1;534,3;Delivery Truck;Home Office;Jumbo Drum;09.12.2009
59492;31.10.2012;Not Specified;25;170,4;Regular Air;Home Office;Small Box;01.11.2012
59684;29.12.2010;Medium;50;9059,9;Delivery Truck;Corporate;Jumbo Drum;15.01.2011
59684;29.12.2010;Medium;41;368,17;Express Air;Corporate;Small Pack;16.01.2011
59684;29.12.2010;Medium;3;14,46;Regular Air;Corporate;Wrap Bag;17.01.2011
59684;29.12.2010;Medium;25;168,39;Regular Air;Corporate;Small Box;30.12.2010
229;28.12.2010;Critical;24;599,1;Regular Air;Consumer;Small Box;29.12.2010
512;19.05.2011;Low;6;1309,53;Regular Air;Home Office;Large Box;19.05.2011
512;19.05.2011;Low;48;806,37;Express Air;Home Office;Small Box;21.05.2011
1287;04.07.2009;High;39;3908,65;Regular Air;Corporate;Large Box;06.07.2009
1895;29.05.2009;Medium;5;41,25;Regular Air;Corporate;Small Box;31.05.2009
2023;05.05.2012;Low;4;294,89;Regular Air;Home Office;Small Box;05.05.2012
2023;05.05.2012;Low;50;246,57;Regular Air;Home Office;Small Box;07.05.2012
2593;03.09.2010;High;5;2004,12;Express Air;Corporate;Small Box;05.09.2010
2593;03.09.2010;High;15;3841,72;Delivery Truck;Corporate;Jumbo Drum;04.09.2010
3461;30.01.2010;Critical;47;2053,379;Regular Air;Home Office;Small Pack;01.02.2010
3461;30.01.2010;Critical;35;3206,3955;Regular Air;Home Office;Small Box;01.02.2010
3554;16.06.2011;Low;25;288,91;Regular Air;Corporate;Small Box;25.06.2011
4166;27.02.2010;Low;19;138,85;Regular Air;Corporate;Small Box;27.02.2010
5059;09.11.2010;High;5;41,18;Express Air;Small Business;Small Box;11.11.2010
5254;25.07.2012;Not Specified;31;1735,3515;Regular Air;Corporate;Small Box;27.07.2012
5575;23.07.2011;Low;41;254,69;Regular Air;Corporate;Small Box;23.07.2011
5954;02.12.2012;Critical;32;18316,3;Delivery Truck;Corporate;Jumbo Drum;04.12.2012
6018;18.08.2012;Low;39;206,09;Regular Air;Home Office;Wrap Bag;20.08.2012
6018;18.08.2012;Low;2;124,25;Regular Air;Home Office;Small Box;23.08.2012
6336;28.08.2011;High;43;320,26;Express Air;Home Office;Small Box;30.08.2011
7559;12.10.2010;Critical;9;90,37;Regular Air;Corporate;Large Box;14.10.2010
7559;12.10.2010;Critical;39;806,05;Regular Air;Corporate;Small Box;13.10.2010
8007;11.02.2012;Low;35;3332,06;Regular Air;Corporate;Small Box;11.02.2012
8070;28.01.2012;Medium;14;622,72;Regular Air;Home Office;Small Pack;29.01.2012
8259;18.04.2009;Medium;25;2130,22;Delivery Truck;Consumer;Jumbo Drum;18.04.2009
8642;16.01.2010;High;26;151,05;Regular Air;Corporate;Small Box;17.01.2010
8642;16.01.2010;High;13;133,04;Regular Air;Corporate;Small Box;17.01.2010
8803;20.12.2012;Not Specified;6;1184,11;Regular Air;Corporate;Small Box;21.12.2012
8803;20.12.2012;Not Specified;17;514,22;Regular Air;Corporate;Small Box;23.12.2012
9383;16.03.2009;Not Specified;11;82,42;Regular Air;Corporate;Wrap Bag;18.03.2009
10278;12.09.2011;Low;25;1907,71;Delivery Truck;Home Office;Jumbo Box;19.09.2011
10949;30.03.2009;Medium;46;3449,26;Delivery Truck;Small Business;Jumbo Box;31.03.2009
11335;21.10.2009;High;3;14,84;Regular Air;Corporate;Small Box;22.10.2009
11335;21.10.2009;High;8;922,47;Delivery Truck;Corporate;Jumbo Drum;23.10.2009
12355;28.05.2011;Not Specified;36;209,53;Regular Air;Corporate;Small Box;29.05.2011
12355;28.05.2011;Not Specified;14;225,47;Regular Air;Corporate;Small Box;29.05.2011
13127;31.07.2010;Medium;13;951,31;Delivery Truck;Home Office;Jumbo Drum;03.08.2010
14978;27.05.2010;Critical;14;12043,88;Delivery Truck;Corporate;Jumbo Box;28.05.2010
14978;27.05.2010;Critical;14;195,12;Regular Air;Corporate;Small Box;28.05.2010
15751;15.08.2009;Critical;37;189,6;Regular Air;Corporate;Small Box;16.08.2009
15751;15.08.2009;Critical;21;397,732;Regular Air;Corporate;Small Pack;16.08.2009
15815;01.05.2009;Critical;43;528,6;Regular Air;Corporate;Small Box;03.05.2009
15815;01.05.2009;Critical;24;107,41;Regular Air;Corporate;Small Box;01.05.2009
16737;20.06.2011;Not Specified;15;1390,49;Regular Air;Home Office;Small Box;21.06.2011
17124;25.10.2009;Critical;39;128,31;Express Air;Home Office;Wrap Bag;26.10.2009
17666;08.09.2010;Medium;19;82,56;Regular Air;Home Office;Wrap Bag;10.09.2010
17666;08.09.2010;Medium;11;141,07;Regular Air;Home Office;Small Pack;08.09.2010
19075;26.09.2009;Critical;36;1841,6;Regular Air;Home Office;Small Box;27.09.2009
21220;22.12.2012;Not Specified;4;476,31;Delivery Truck;Home Office;Jumbo Drum;25.12.2012
21600;04.04.2010;Low;17;169,48;Regular Air;Home Office;Wrap Bag;11.04.2010
22117;12.08.2010;Critical;16;581,52;Express Air;Home Office;Small Box;13.08.2010
22117;12.08.2010;Critical;5;19,17;Regular Air;Home Office;Wrap Bag;15.08.2010
22211;03.10.2011;Not Specified;30;943,44;Regular Air;Consumer;Small Box;05.10.2011
22211;03.10.2011;Not Specified;47;14493,84;Delivery Truck;Consumer;Jumbo Box;04.10.2011
22404;16.11.2010;Low;35;7264,64;Regular Air;Home Office;Large Box;23.11.2010
23362;27.08.2010;Medium;45;852,05;Regular Air;Small Business;Small Box;29.08.2010
23399;29.12.2010;High;14;209,3;Express Air;Small Business;Small Box;29.12.2010
23781;31.10.2011;Critical;30;200,24;Regular Air;Home Office;Small Box;02.11.2011
23812;27.07.2012;Critical;32;5845,82;Delivery Truck;Home Office;Jumbo Drum;27.07.2012
24199;16.06.2009;Critical;16;706,53;Regular Air;Small Business;Small Box;17.06.2009
25155;20.01.2010;Low;48;1038,99;Regular Air;Corporate;Large Box;27.01.2010
25155;20.01.2010;Low;17;114,01;Regular Air;Corporate;Wrap Bag;27.01.2010
25155;20.01.2010;Low;3;30,37;Express Air;Corporate;Small Box;25.01.2010
26084;16.10.2012;Low;33;228,82;Express Air;Corporate;Small Box;21.10.2012
26146;11.10.2009;Low;13;1351,76;Regular Air;Corporate;Small Box;18.10.2009
26146;11.10.2009;Low;49;595,4;Regular Air;Corporate;Small Pack;20.10.2009
26529;28.01.2011;Low;41;12125,14;Delivery Truck;Consumer;Jumbo Drum;01.02.2011
26693;21.08.2010;Medium;44;2094,978;Express Air;Corporate;Small Pack;23.08.2010
26948;22.11.2011;High;38;273,89;Regular Air;Home Office;Small Box;23.11.2011
26951;08.04.2010;Not Specified;3;451,81;Regular Air;Home Office;Medium Box;09.04.2010
27141;04.02.2010;Not Specified;25;495,8;Regular Air;Corporate;Small Box;05.02.2010
27141;04.02.2010;Not Specified;28;1645,51;Regular Air;Corporate;Small Box;05.02.2010
27302;12.09.2012;Low;16;237,54;Regular Air;Corporate;Small Box;12.09.2012
27302;12.09.2012;Low;3;143,5;Regular Air;Corporate;Small Box;12.09.2012
27426;23.02.2010;Low;41;438,66;Regular Air;Home Office;Small Box;25.02.2010
27426;23.02.2010;Low;32;416,99;Express Air;Home Office;Wrap Bag;02.03.2010
27810;28.01.2010;High;32;216,51;Express Air;Consumer;Small Box;30.01.2010
28674;15.08.2011;High;26;161,96;Regular Air;Home Office;Small Box;16.08.2011
28742;29.04.2012;Low;35;587,92;Regular Air;Corporate;Small Box;29.04.2012
28742;29.04.2012;Low;7;2171,464;Delivery Truck;Corporate;Jumbo Box;06.05.2012
28772;06.02.2009;High;16;950,464;Regular Air;Small Business;Large Box;07.02.2009
28772;06.02.2009;High;4;705,687;Express Air;Small Business;Small Box;08.02.2009
